,index,충전소명,충전소ID,충전기ID,충전기타입,주소,위도,경도,이용가능시간,기관아이디,운영기관명,운영기관 연락처,충전기상태,상태갱신일시,충전량유형,시도코드,주차료무료여부,충전소안내,이용자제한여부,이용제한사유,삭제여부,삭제사유
4575,33841,한일써너스빌리젠시1단지,HE192499,3,2,서울특별시 중랑구 용마산로115길 127,37.597281,127.093437,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4576,33842,한일써너스빌리젠시1단지,HE192499,4,2,서울특별시 중랑구 용마산로115길 127,37.597281,127.093437,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4577,33967,구의아크로리버,HE192529,1,2,서울특별시 광진구 구의강변로 64,37.536151,127.092925,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4578,33968,구의아크로리버,HE192529,2,2,서울특별시 광진구 구의강변로 64,37.536151,127.092925,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4579,33969,구의아크로리버,HE192529,3,2,서울특별시 광진구 구의강변로 64,37.536151,127.092925,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4580,33970,구의아크로리버,HE192529,4,2,서울특별시 광진구 구의강변로 64,37.536151,127.092925,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4581,33971,구의아크로리버,HE192529,5,2,서울특별시 광진구 구의강변로 64,37.536151,127.092925,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4582,34178,수명산SK VIEW아파트,HE192589,1,2,서울특별시 양천구 월정로 306,37.544078,126.829412,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4583,34179,수명산SK VIEW아파트,HE192589,2,2,서울특별시 양천구 월정로 306,37.544078,126.829412,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4584,34180,월계2차한일아파트,HE192590,1,2,서울특별시 노원구 석계로13길 6-10,37.621179,127.061994,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4585,34181,월계2차한일아파트,HE192590,2,2,서울특별시 노원구 석계로13길 6-10,37.621179,127.061994,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4586,34182,월계2차한일아파트,HE192590,3,2,서울특별시 노원구 석계로13길 6-10,37.621179,127.061994,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4587,34183,월계2차한일아파트,HE192590,4,2,서울특별시 노원구 석계로13길 6-10,37.621179,127.061994,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4588,34194,공덕더샵아파트,HE192592,1,2,서울특별시 마포구 백범로 170,37.544393,126.948971,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4589,34195,공덕더샵아파트,HE192592,2,2,서울특별시 마포구 백범로 170,37.544393,126.948971,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4590,34198,강서힐스테이트상가,HE192682,1,2,서울특별시 강서구 강서로 242,37.547387,126.836671,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,N,,N,
4591,34199,강서힐스테이트상가,HE192682,2,2,서울특별시 강서구 강서로 242,37.547387,126.836671,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,N,,N,
4592,34200,강서힐스테이트상가,HE192682,3,2,서울특별시 강서구 강서로 242,37.547387,126.836671,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,N,,N,
4593,34201,강서힐스테이트상가,HE192682,4,2,서울특별시 강서구 강서로 242,37.547387,126.836671,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,20211100000000.0,,11,Y,,N,,N,
4594,34202,강서힐스테이트상가,HE192682,5,2,서울특별시 강서구 강서로 242,37.547387,126.836671,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,N,,N,
4595,34235,목동신시가지아파트7단지,HE202625,1,2,서울특별시 양천구 목동로 212,37.527966,126.867536,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4596,34236,목동신시가지아파트7단지,HE202625,2,2,서울특별시 양천구 목동로 212,37.527966,126.867536,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,3,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4597,34237,목동신시가지아파트7단지,HE202625,3,2,서울특별시 양천구 목동로 212,37.527966,126.867536,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4598,34238,래미안이문2차아파트,HE202626,1,2,서울특별시 동대문구 이문로12길 3-10,37.593703,127.060272,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4599,34239,래미안이문2차아파트,HE202626,2,2,서울특별시 동대문구 이문로12길 3-10,37.593703,127.060272,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4600,34240,래미안이문2차아파트,HE202626,3,2,서울특별시 동대문구 이문로12길 3-10,37.593703,127.060272,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4601,34241,래미안이문2차아파트,HE202626,4,2,서울특별시 동대문구 이문로12길 3-10,37.593703,127.060272,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4602,34242,래미안이문2차아파트,HE202626,5,2,서울특별시 동대문구 이문로12길 3-10,37.593703,127.060272,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4603,34243,래미안이문2차아파트,HE202626,6,2,서울특별시 동대문구 이문로12길 3-10,37.593703,127.060272,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4604,34244,삼성광나루아파트,HE202627,1,2,서울특별시 강동구 상암로3길 77,37.554298,127.127117,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4605,34245,삼성광나루아파트,HE202627,2,2,서울특별시 강동구 상암로3길 77,37.554298,127.127117,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,3,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4606,34246,삼성광나루아파트,HE202627,3,2,서울특별시 강동구 상암로3길 77,37.554298,127.127117,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4607,34247,삼성광나루아파트,HE202627,4,2,서울특별시 강동구 상암로3길 77,37.554298,127.127117,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,3,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4608,34248,마포한화오벨리스크아파트,HE202628,1,2,서울특별시 마포구 마포대로 33,37.540144,126.945149,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4609,34249,마포한화오벨리스크아파트,HE202628,2,2,서울특별시 마포구 마포대로 33,37.540144,126.945149,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4610,34250,마포한화오벨리스크아파트,HE202628,3,2,서울특별시 마포구 마포대로 33,37.540144,126.945149,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4611,34251,마포한화오벨리스크아파트,HE202628,4,2,서울특별시 마포구 마포대로 33,37.540144,126.945149,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,3,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4612,34252,마포한화오벨리스크아파트,HE202628,5,2,서울특별시 마포구 마포대로 33,37.540144,126.945149,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4613,34452,브라운스톤상도아파트,HE212776,1,2,서울특별시 동작구 상도로31길 19,37.505886,126.944142,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4614,34453,브라운스톤상도아파트,HE212776,2,2,서울특별시 동작구 상도로31길 19,37.505886,126.944142,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4615,34454,브라운스톤상도아파트,HE212776,3,2,서울특별시 동작구 상도로31길 19,37.505886,126.944142,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4616,34461,서울숲한진타운아파트,HE212779,1,2,서울특별시 성동구 뚝섬로 310,37.541086,127.045375,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4617,34462,서울숲한진타운아파트,HE212779,2,2,서울특별시 성동구 뚝섬로 310,37.541086,127.045375,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4618,34463,서울숲한진타운아파트,HE212779,3,2,서울특별시 성동구 뚝섬로 310,37.541086,127.045375,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4619,34491,월계센트럴아이파크아파트,HE212787,1,2,서울특별시 노원구 초안산로2라길 26,37.6301543,127.057237,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4620,34492,월계센트럴아이파크아파트,HE212787,2,2,서울특별시 노원구 초안산로2라길 26,37.6301543,127.057237,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4621,34493,월계센트럴아이파크아파트,HE212787,3,2,서울특별시 노원구 초안산로2라길 26,37.6301543,127.057237,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4622,34494,월계센트럴아이파크아파트,HE212787,4,2,서울특별시 노원구 초안산로2라길 26,37.6301543,127.057237,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4623,34495,월계센트럴아이파크아파트,HE212787,5,2,서울특별시 노원구 초안산로2라길 26,37.6301543,127.057237,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4624,34496,시티렉스 2,HE212788,1,2,서울특별시 금천구 시흥대로 399,37.469307,126.896892,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,N,,N,
4625,34497,시티렉스 2,HE212788,2,2,서울특별시 금천구 시흥대로 399,37.469307,126.896892,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,N,,N,
4626,34498,시티렉스 2,HE212788,3,2,서울특별시 금천구 시흥대로 399,37.469307,126.896892,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,N,,N,
4627,34499,시티렉스 2,HE212788,4,2,서울특별시 금천구 시흥대로 399,37.469307,126.896892,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,N,,N,
4628,34505,성수ESA리버하우스,HE212790,1,2,서울특별시 성동구 광나루로 190,37.550403,127.051137,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4629,34506,성수ESA리버하우스,HE212790,2,2,서울특별시 성동구 광나루로 190,37.550403,127.051137,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4630,34507,성수ESA리버하우스,HE212790,3,2,서울특별시 성동구 광나루로 190,37.550403,127.051137,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4631,34508,성수ESA리버하우스,HE212790,4,2,서울특별시 성동구 광나루로 190,37.550403,127.051137,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4632,34509,서초현대ESA2아파트,HE212791,1,2,서울특별시 서초구 반포대로 122,37.490913,127.008523,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4633,34510,서초현대ESA2아파트,HE212791,2,2,서울특별시 서초구 반포대로 122,37.490913,127.008523,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4634,34511,서초현대ESA2아파트,HE212791,3,2,서울특별시 서초구 반포대로 122,37.490913,127.008523,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4635,34520,송파파인타운8단지아파트,HE212794,1,2,서울특별시 송파구 충민로4길 6,37.479202,127.12829,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4636,34521,송파파인타운8단지아파트,HE212794,2,2,서울특별시 송파구 충민로4길 6,37.479202,127.12829,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4637,34522,송파파인타운8단지아파트,HE212794,3,2,서울특별시 송파구 충민로4길 6,37.479202,127.12829,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4638,34523,송파파인타운8단지아파트,HE212794,4,2,서울특별시 송파구 충민로4길 6,37.479202,127.12829,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4639,34547,역삼동부센트레빌아파트,HE212804,1,2,서울특별시 강남구 선릉로 423,37.502366,127.049404,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4640,34548,역삼동부센트레빌아파트,HE212804,2,2,서울특별시 강남구 선릉로 423,37.502366,127.049404,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4641,34549,역삼동부센트레빌아파트,HE212804,3,2,서울특별시 강남구 선릉로 423,37.502366,127.049404,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4642,34550,역삼동부센트레빌아파트,HE212804,4,2,서울특별시 강남구 선릉로 423,37.502366,127.049404,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4643,34551,역삼동부센트레빌아파트,HE212804,5,2,서울특별시 강남구 선릉로 423,37.502366,127.049404,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4644,34552,공릉우성아파트,HE212805,1,2,서울특별시 노원구 동일로198길 24,37.628513,127.072651,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,N,거주자외 출입제한,N,
4645,34553,공릉우성아파트,HE212805,2,2,서울특별시 노원구 동일로198길 24,37.628513,127.072651,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,N,거주자외 출입제한,N,
4646,34554,공릉우성아파트,HE212805,3,2,서울특별시 노원구 동일로198길 24,37.628513,127.072651,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,N,거주자외 출입제한,N,
4647,34555,공릉우성아파트,HE212805,4,2,서울특별시 노원구 동일로198길 24,37.628513,127.072651,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,N,거주자외 출입제한,N,
4648,34556,공릉우성아파트,HE212805,5,2,서울특별시 노원구 동일로198길 24,37.628513,127.072651,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,N,거주자외 출입제한,N,
4649,34557,당산현대5차아파트,HE212806,1,2,서울특별시 영등포구 당산로42길 16,37.529638,126.90067,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4650,34558,당산현대5차아파트,HE212806,2,2,서울특별시 영등포구 당산로42길 16,37.529638,126.90067,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4651,34559,당산현대5차아파트,HE212806,3,2,서울특별시 영등포구 당산로42길 16,37.529638,126.90067,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4652,34560,당산현대5차아파트,HE212806,4,2,서울특별시 영등포구 당산로42길 16,37.529638,126.90067,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4653,34561,당산현대5차아파트,HE212806,5,2,서울특별시 영등포구 당산로42길 16,37.529638,126.90067,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4654,34562,도림청구아파트,HE212808,1,2,서울특별시 영등포구 도영로7길 5,37.50922,126.89538,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4655,34563,도림청구아파트,HE212808,2,2,서울특별시 영등포구 도영로7길 5,37.50922,126.89538,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4656,34564,도림청구아파트,HE212808,3,2,서울특별시 영등포구 도영로7길 5,37.50922,126.89538,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4657,34565,도림청구아파트,HE212808,4,2,서울특별시 영등포구 도영로7길 5,37.50922,126.89538,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4658,34566,이튼타워리버5차아파트,HE212809,1,2,서울특별시 광진구 능동로4길 40,37.532081,127.069139,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4659,34567,이튼타워리버5차아파트,HE212809,2,2,서울특별시 광진구 능동로4길 40,37.532081,127.069139,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4660,34568,이튼타워리버5차아파트,HE212809,3,2,서울특별시 광진구 능동로4길 40,37.532081,127.069139,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4661,34569,이튼타워리버5차아파트,HE212809,4,2,서울특별시 광진구 능동로4길 40,37.532081,127.069139,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4662,34570,이튼타워리버5차아파트,HE212809,5,2,서울특별시 광진구 능동로4길 40,37.532081,127.069139,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4663,34571,신림푸르지오1차아파트,HE212810,1,2,서울특별시 관악구 남부순환로 1430,37.478977,126.910669,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4664,34572,신림푸르지오1차아파트,HE212810,2,2,서울특별시 관악구 남부순환로 1430,37.478977,126.910669,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4665,34573,신림푸르지오1차아파트,HE212810,3,2,서울특별시 관악구 남부순환로 1430,37.478977,126.910669,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4666,34574,신림푸르지오1차아파트,HE212810,4,2,서울특별시 관악구 남부순환로 1430,37.478977,126.910669,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4667,34575,신림푸르지오1차아파트,HE212810,5,2,서울특별시 관악구 남부순환로 1430,37.478977,126.910669,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4668,34579,상도삼환나우빌아파트,HE212817,1,2,서울특별시 동작구 상도로55길 25,37.498317,126.956335,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4669,34580,상도삼환나우빌아파트,HE212817,2,2,서울특별시 동작구 상도로55길 25,37.498317,126.956335,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4670,34595,동대문푸르지오시티,HE212821,1,2,서울특별시 동대문구 왕산로 86,37.577729,127.032804,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4671,34596,동대문푸르지오시티,HE212821,2,2,서울특별시 동대문구 왕산로 86,37.577729,127.032804,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4672,34597,동대문푸르지오시티,HE212821,3,2,서울특별시 동대문구 왕산로 86,37.577729,127.032804,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4673,34598,동대문푸르지오시티,HE212821,4,2,서울특별시 동대문구 왕산로 86,37.577729,127.032804,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4674,34599,동대문푸르지오시티,HE212821,5,2,서울특별시 동대문구 왕산로 86,37.577729,127.032804,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,3,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4675,34607,보라매나산스위트아파트,HE212824,1,2,서울특별시 동작구 보라매로5가길 24,37.490761,126.923977,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4676,34608,보라매나산스위트아파트,HE212824,2,2,서울특별시 동작구 보라매로5가길 24,37.490761,126.923977,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4677,34616,망원e편한세상1차아파트,HE212827,1,2,서울특별시 마포구 망원로2길 103,37.553394,126.904892,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4678,34617,망원e편한세상1차아파트,HE212827,2,2,서울특별시 마포구 망원로2길 103,37.553394,126.904892,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4679,34618,망원e편한세상1차아파트,HE212827,3,2,서울특별시 마포구 망원로2길 103,37.553394,126.904892,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4680,34619,망원e편한세상1차아파트,HE212827,4,2,서울특별시 마포구 망원로2길 103,37.553394,126.904892,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4681,34620,망원e편한세상1차아파트,HE212827,5,2,서울특별시 마포구 망원로2길 103,37.553394,126.904892,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,20211100000000.0,,11,Y,,Y,거주자외 출입제한,N,
4682,34701,마곡삼성아파트,HE212852,1,2,서울특별시 강서구 방화대로34길 113,33.0,125.0,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4683,34702,마곡삼성아파트,HE212852,2,2,서울특별시 강서구 방화대로34길 113,33.0,125.0,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4684,34703,마곡삼성아파트,HE212852,3,2,서울특별시 강서구 방화대로34길 113,33.0,125.0,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4685,34704,마곡삼성아파트,HE212852,4,2,서울특별시 강서구 방화대로34길 113,33.0,125.0,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,Y,거주자외 출입제한,N,
4686,34740,한국도심공항,HE212862,1,2,서울특별시 강남구 테헤란로87길 22,37.509498,127.059441,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,N,,N,,N,
4687,34753,SBS프리즘타워,HE212880,1,2,서울특별시 마포구 상암산로 82,37.579664,126.892738,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,N,,N,
4688,34754,SBS프리즘타워,HE212880,2,2,서울특별시 마포구 상암산로 82,37.579664,126.892738,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,N,,N,
4689,34755,SBS프리즘타워,HE212880,3,2,서울특별시 마포구 상암산로 82,37.579664,126.892738,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,N,,N,
4690,34756,SBS프리즘타워,HE212880,4,2,서울특별시 마포구 상암산로 82,37.579664,126.892738,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,9,,,11,Y,,N,,N,
4691,34813,영등포_삼호한숲아파트,HL000005,1,2,서울특별시 영등포구 선유로47길 34,37.5369,126.894,24시간 이용가능,HL,에이치엘비일렉,02-2627-6720,4,20211100000000.0,,11,Y,,N,,N,
4692,34814,영등포_삼호한숲아파트,HL000005,2,2,서울특별시 영등포구 선유로47길 34,37.5369,126.894,24시간 이용가능,HL,에이치엘비일렉,02-2627-6720,4,20211100000000.0,,11,Y,,N,,N,
4693,34815,영등포_삼호한숲아파트,HL000005,3,2,서울특별시 영등포구 선유로47길 34,37.5369,126.894,24시간 이용가능,HL,에이치엘비일렉,02-2627-6720,4,20211100000000.0,,11,Y,,N,,N,
4694,34816,영등포_삼호한숲아파트,HL000005,4,2,서울특별시 영등포구 선유로47길 34,37.5369,126.894,24시간 이용가능,HL,에이치엘비일렉,02-2627-6720,4,20211100000000.0,,11,Y,,N,,N,
4695,34817,영등포_삼호한숲아파트,HL000005,5,2,서울특별시 영등포구 선유로47길 34,37.5369,126.894,24시간 이용가능,HL,에이치엘비일렉,02-2627-6720,4,20211100000000.0,,11,Y,,N,,N,
4696,34818,서초구_래미안 서초5차아파트,HL000006,1,2,서울특별시 서초구 반포대로21길 67,37.4858,127.008,24시간 이용가능,HL,에이치엘비일렉,02-2627-6720,9,,,11,Y,,N,,N,
4697,34819,서초구_래미안 서초5차아파트,HL000006,2,2,서울특별시 서초구 반포대로21길 67,37.4858,127.008,24시간 이용가능,HL,에이치엘비일렉,02-2627-6720,9,,,11,Y,,N,,N,
4698,34820,서초구_래미안 서초5차아파트,HL000006,3,2,서울특별시 서초구 반포대로21길 67,37.4858,127.008,24시간 이용가능,HL,에이치엘비일렉,02-2627-6720,9,,,11,Y,,N,,N,
